timestamp,cell_id,site_lat,site_lon,sample_lat,sample_lon,distance_m,rsrp_dbm,rsrq_db,sinr_db,load_pct,num_users
2026-09-01 00:00:00,CELL_001,25.01105827737519,121.54828870288245,25.012470924321246,121.54152762435042,699.2,-98.4,-3.4,6.4,27.5,30
2026-09-01 00:00:00,CELL_001,25.01105827737519,121.54828870288245,25.011742294362218,121.55353048175772,533.6,-92.2,-4.4,6.1,31.5,54
2026-09-01 00:00:00,CELL_001,25.01105827737519,121.54828870288245,25.01527707373536,121.54742179109513,477.2,-92.5,-6.1,7.7,6.5,8
2026-09-01 00:00:00,CELL_001,25.01105827737519,121.54828870288245,25.010862281487483,121.5417193729353,662.3,-99.2,-5.8,5.6,11.6,8
2026-09-01 00:00:00,CELL_001,25.01105827737519,121.54828870288245,25.008490675075986,121.54872459701832,288.9,-86.8,-5.4,9.8,34.1,39
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.009988281881643,121.55309639800103,498.9,-85.8,-5.6,8.7,32.5,55
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.00942461180326,121.54205957228613,653.5,-98.4,-5.7,3.2,9.0,10
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.00652127483024,121.54611338230686,550.1,-94.6,-4.4,7.5,15.6,23
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.00989175605741,121.54882932177404,140.7,-67.4,-11.3,11.5,7.0,12
2026-09-01 00:05:00,CELL_001,25.01105827737519,121.54828870288245,25.0090056359768,121.54462272471739,434.2,-91.6,-4.8,5.5,33.5,30
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.013973373283648,121.54875088701121,327.5,-89.7,-5.3,5.7,22.5,42
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.00538506338044,121.55049129271914,668.7,-97.3,-5.0,-0.6,8.1,5
2026-09-01 00:10:00,CELL_001,25.01105827737519,121.54828870288245,25.01346348458944,121.5476408786034,275.3,-81.8,-7.8,13.8,32.3,28
